anatomy_keyword	description	Uberon_term_ID	Uberon_term_name
FMA:61965	A C-shaped bundle of fibres (axons) in the brain, and carries signals from the hippocampus to the mammillary bodies and septal nuclei. It is typically divided into the columns (crus), body, commissure and the pre-commissural and post-commissural fornix (MM).	UBERON:0000052	fornix of brain
FMA:61966		UBERON:0002940	anterior column of fornix
FMA:61967	Part of fornix extending from the body that curves ventrally rostral to the crossing of the anterior commissure ending in the septal nuclei	UBERON:0014539	precommissural fornix of forebrain
FMA:61968	Part of fornix adjacent to the crura where they join together at the midline underneath the corpus callosum	UBERON:0004680	body of fornix
FMA:61969	Part of fornix adjacent to the fimbria comprising flattened bands of fibers that extend from the fimbria, running underneath the corpus callosum	UBERON:0006115	posterior column of fornix
FMA:61970	the triangular subcallosal plate of commissural fibers resulting from the converging of the right and left fornix bundles which exchange numerous fibers and which curve back in the contralateral fornix to end in the hippocampus of the opposite side	UBERON:0000908	hippocampal commissure
FMA:61971	White matter tract that contains projections from the olfactory bulb to the olfactory cortex (Maryann Martone).	UBERON:0001888	lateral olfactory stria
FMA:61973	A white fibre bundle descending in the precommissural septum toward the base of the forebrain, immediately rostral to the lamina terminalis; at the base, the bundle turns in the caudolateral direction; traveling through the ventral substantia innominata alongside the optic tract, it fades before reaching the amygdala.	UBERON:0002741	diagonal band of Broca
FMA:61974	White matter structure in the brain consisting of fibers running along the lateral margin of the ventricular surface of the thalamus. The stria terminalis covers the thalamostriate vein, marking a line of separation between the thalamus and the caudate nucleus as seen upon gross dissection of the ventricles of the brain, viewed from the superior aspect. The stria terminalis extends from the region of the interventricular foramen to the temporal horn of the lateral ventricle, carrying fibers from the amygdala to the septal, hypothalamic, and thalamic areas of the brain. It also carries fibers projecting from these areas back to the amygdala. (Wikipedia:Stria_terminalis)	UBERON:0003029	stria terminalis
FMA:61975	The remnant of the lamina terminalis in the developed brain.	UBERON:0015117	lamina terminalis of cerebral hemisphere
FMA:61976	The lenticular fasciculus is a tract connecting the globus pallidus to the Thalamic fasciculus. The thalamic fasciculus (composed of the lenticular fasciculus and ansa lenticularis) runs into the Thalamus. It connects the globus pallidus to the thalamus.	UBERON:0014529	lenticular fasciculus
FMA:61977		UBERON:0002745	ventral amygdalofugal projection
FMA:6198		UBERON:0001889	trunk of phrenic nerve
FMA:61980	Component of the inferior frontal gyrus.defined as the second gyrus from the precentral gyrus (Christine Fennema-Notestine).	UBERON:0002629	triangular part of inferior frontal gyrus
FMA:61981	Component of the inferior frontal gyrus.defined as the first gyrus from the precentral gyrus.	UBERON:0002980	opercular part of inferior frontal gyrus
FMA:61982	Component of the inferior frontal gyrus.defined as the first gyrus from the precentral gyrus.the remainder of the inferior frontal gyrus once the pars opercularis and triangularis have been defined (Christine Fennema-Notestine)., NeuroNames	UBERON:0002624	orbital part of inferior frontal gyrus
FMA:61992	The most anterior region the brain including both the telencephalon and diencephalon.	UBERON:0001890	forebrain
FMA:61993	The midbrain is the middle division of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes a ventral part containing the cerebral peduncles and a dorsal tectum containing the corpora quadrigemina and that surrounds the aqueduct of Sylvius connecting the third and fourth ventricles)[GO].	UBERON:0001891	midbrain
FMA:61996	A neuromere that is part of the presumptive forebrain	UBERON:0014775	prosomere
FMA:61997	A neuromere that is part of the presumptive midbrain	UBERON:0014776	midbrain neuromere
FMA:61998	An organ subunit that is part of a hindbrain [Automatically generated definition].	UBERON:0004733	segmental subdivision of hindbrain
FMA:62000	Part of the forebrain consisting of paired olfactory bulbs and cerebral hemispheres.	UBERON:0001893	telencephalon
FMA:62001	The division of the forebrain that develops from the foremost primary cerebral vesicle.	UBERON:0001894	diencephalon
FMA:62003	Rostral segment of the hindbrain that has as its parts the pons (where present) and the cerebellum[WP,modified].	UBERON:0001895	metencephalon
FMA:62004	Organ component of neuraxis that has as its parts the medullary reticular formation, inferior olivary complex and cochlear nuclear complex, among other structures[FMA]. The medulla oblongata lies directly above the spinal cord and controls vital autonomic functions such as digestion, breathing and the control of heart rate[GO].	UBERON:0001896	medulla oblongata
FMA:62007		UBERON:0004703	dorsal thalamus
FMA:62008	A specialized brain region of the ventral diencephalon arising near the end of the segmentation period; the embryonic hypothalamic region will give rise to the posterior pituitary gland as well as a number of brain nuclei. [ZFA]. One of the most important functions of the hypothalamus is to link the nervous system to the endocrine system via the pituitary gland (hypophysis).[Wikipedia].	UBERON:0001898	hypothalamus
FMA:62009	Most dorsal part of the thalamus, comprising the pineal gland and habenular nuclei in most vertebrates. In a few vertebrates, it also includes the parietal eye. (Butler and Hodos, Comparative Vertebrate Neuroanatomy, 2nd ed, 2005, pg. 345-346.	UBERON:0001899	epithalamus
FMA:62010	Anterior part of the diencephalon that lies between the dorsal thalamus, hypothalamus, and tegmentum of the mesencephalon, including subthalamic nucleus, zona incerta, the fields of Forel, and the nucleus of ansa lenticularis[GO, modified].	UBERON:0001900	ventral thalamus
FMA:62015	the epithelial lining of the trachea which contains numerous ciliated cells	UBERON:0001901	epithelium of trachea
FMA:62016	A ciliated columnar epithelium that is part of a oviduct.	UBERON:0007589	ciliated columnar oviduct epithelium
FMA:62017	An epithelium that is part of a small intestine [Automatically generated definition].	UBERON:0001902	epithelium of small intestine
FMA:62019	Mostly gray regional part of anterior thalamic region, consisting of the anterior medial, anterior dorsal and anterior lateral thalamic nuclei in primates. In rodents, it consists of anterior medial and anterior ventral divisions, with several subdivisions of each, according to Paxinos (MM: 2006-10-26)	UBERON:0002788	anterior nuclear group
FMA:62020	The midline nuclear group (or midline thalamic nuclei) a region of the thalamus consisting of the following nuclei: paraventricular nucleus of thalamus (nucleus paraventricularis thalami) - not to be confused with paraventricular nucleus of hypothalamus paratenial nucleus (nucleus parataenialis) reuniens nucleus (nucleus reuniens) rhomboidal nucleus (nucleus commissuralis rhomboidalis) subfascicular nucleus (nucleus subfascicularis) [WP,unvetted].	UBERON:0002705	midline nuclear group
FMA:62021	The intralaminar nucleus is a nucleus of the thalamus that contains the following nuclei: central lateral centromedian (or 'central medial') paracentral parafascicular. Some sources also include a 'central dorsal' nucleus. [WP,unvetted].	UBERON:0002733	intralaminar nuclear group
FMA:62022	Nuclei in the ventral part of the thalamus, involved in modulating activity of dorsal thalamic nuclei.	UBERON:0002776	ventral nuclear group
FMA:62023	The metathalamus is a composite structure of the thalamus, consisting of the medial geniculate nucleus and the lateral geniculate nucleus. [WP,unvetted].	UBERON:0002704	metathalamus
FMA:62024	Part of thalamus comprising ill defined cellular groups in the caudal thalamus at the meso-diencephalic junction. It is not a homogeneous structure but consists of several distinct cellular groups, including the suprageniculate and limitans nuclei, the magnocellular division of the medial geniculate body, portions of the pulvinar nucleus and an area of mixed cell types intercalated between the ventroposterior nucleus and the nucleus lateral posterior (Brodal, Neurological Anatomy, 3rd ed., 1981, pg 97)	UBERON:0002709	posterior nuclear complex of thalamus
